,sentences
956,"['similar', 'way', 'question', 'best', 'way', 'determin', 'gallon', 'water', 'jug', 'get', 'empti', 'im', 'look', 'way', 'measur', 'water', 'contain', 'connect', 'arduino', 'log', 'report', 'differ', 'contain', 'home', 'household', 'water', 'suppli', 'underground', 'concret', 'tank', 'around', 'gallon', 'litr', 'although', 'float', 'switch', 'cutout', 'get', 'empti', 'protect', 'pump', 'id', 'gett', 'low', 'long', 'take', 'tanker', 'deliv', 'fresh', 'load', 'ideal', 'measur', 'exactli', 'step', 'least', 'eight', 'load', 'softwar', 'predict', 'itll', 'run', 'base', 'averag', 'usag', 'monitor', 'onlin', 'away', 'tank', 'heavi', 'concret', 'hatch', 'small', 'hole', 'exist', 'primit', 'dipstick', 'access', 'limit', 'harsh', 'desert', 'environ', 'pump', 'room', 'power', 'foot', 'away', 'idea', 'suspend', 'array', 'float', 'switch', 'string', 'differ', 'length', 'bar', 'insid', 'tank', 'wire', 'back', 'control', 'hard', 'instal', 'ugli', 'low', 'tech', 'similar', 'vertic', 'pole', 'contact', 'pin', 'plug', 'vertic', 'pole', 'connect', 'back', 'control', 'probabl', 'use', 'ribbon', 'cabl', 'corrosionanod', 'might', 'problem', 'although', 'power', 'short', 'puls', 'time', 'condens', 'spider', 'web', 'dead', 'bug', 'give', 'fals', 'read', 'run', 'fulli', 'insul', 'cabl', 'vertic', 'antenna', 'send', 'puls', 'differ', 'work', 'antenna', 'air', 'water', 'swr', 'meter', 'calcul', 'far', 'water', 'ultrason', 'light', 'distanc', 'finder', 'mount', 'hatch', 'rang', 'need', 'metr', 'foot', 'depth', 'finder', 'sonar', 'float', 'biggest', 'challeng', 'get', 'signal', 'long', 'cabl', 'might', 'tangl', 'tank', 'fill', 'last', 'two', 'even', 'better', 'wireless', 'save', 'run', 'cabl', 'might', 'damag', 'dont', 'think', 'id', 'batteri', 'life', 'id', 'year', 'idea', 'anybodi', 'ever', 'done']"
957,"['laser', 'blue', 'water', 'bottl', 'mine', 'transpar', 'here', 'tri', 'first', 'cheap', 'laser', 'shine', 'light', 'horizont', 'bottl', 'aim', 'laser', 'short', 'chord', 'point', 'directli', 'middl', 'bottl', 'perhap', 'turn', 'left', 'center', 'bottl', 'empti', 'laser', 'beam', 'shoot', 'pretti', 'much', 'straight', 'bottl', 'put', 'photosensor', 's1', 'bottl', 'quit', 'empti', 'laser', 'beam', 'bend', 'refract', 'redund', 'put', 'anoth', 'photosensor', 's2', 'long', 'arduino', 'see', 'laser', 'hit', 's2', 'alon', 'there', 'still', 'water', 'bottl', 'least', 'level', 'laser', 'turn', 'green', 'light', 'anyth', 'els', 'light', 'detect', 's1', 'noth', 'detect', 'either', 'sensor', 'light', 'detect', 'sensor', 'ye', 'happen', 'doesnt', 'seem', 'right', 'better', 'arduino', 'turn', 'green', 'light', 'turn', 'red', 'light', 'start', 'simplest', 'possibl', 'work', 'im', 'lucki', 'might', 'work', 'there', 'lot', 'littl', 'trick', 'involv', 'get', 'light', 'there', 'lot', 'trick', 'block', 'sunlight', 'etc', 'go', 'dont', 'littl', 'black', 'tube', 'red', 'plastic', 'filter', 'puls', 'laser', 'khz', 'collim', 'len', 'lockin', 'amplifi', 'etc', 'seem', 'lot', 'tutori', 'describ', 'detect', 'laser', 'use', 'arduino', 'laser', 'harp', 'laser', 'time', 'gate', 'arduino', 'laser', 'tripwir', 'arduino', 'forum', 'laser', 'detect', 'arduino', 'secur', 'frickin', 'laser', 'arduino', 'selfcalibr', 'laser', 'trip', 'wire', 'arduino', 'control', 'laser', 'secur', 'system', 'raspberri', 'pi', 'arduino', 'laser', 'pointer', 'commun', 'etc', 'probabl', 'work', 'well', 'mediumpow', 'led', 'infrar', 'led', 'care', 'optic', 'focus', 'align', 'laser']"
958,"['base', 'sdfat', 'librari', 'live', 'short', 'filenam', 'moment']"
959,"['background', 'work', 'ship', 'robust', 'workabl', 'tank', 'level', 'gaug', 'huge', 'part', 'instrument', 'avail', 'water', 'forgiv', 'easiest', 'liquid', 'measur', 'cool', 'viscou', 'corros', 'easi', 'clean', 'lot', 'option', 'avail', 'person', 'avoid', 'system', 'involv', 'immers', 'anyth', 'liquid', 'possibl', 'waterproof', 'isnt', 'easi', 'tri', 'stay', 'tri', 'test', 'system', 'run', 'solut', 'multipl', 'float', 'switch', 'poor', 'resolut', 'reliabl', 'buy', 'assembl', 'lowlow', 'lowhigh', 'highlow', 'highhigh', 'float', 'limit', 'switch', 'alreadi', 'maintain', 'tank', 'level', 'industri', 'qualiti', 'industri', 'price', 'work', 'corros', 'go', 'issu', 'resolut', 'limit', 'mani', 'contact', 'interest', 'idea', 'like', 'requir', 'lot', 'dsp', 'work', 'tri', 'test', 'method', 'ultrason', 'sensor', 'prefer', 'method', 'noncontact', 'high', 'resolut', 'rang', 'easi', 'tri', 'test', 'system', 'interest', 'idea', 'requir', 'lot', 'work', 'easier', 'measur', 'depth', 'air', 'per', 'simpl', 'math', 'method', 'mind', 'pressur', 'sensor', 'bottom', 'tank', 'often', 'use', 'ship', 'work', 'well', 'need', 'immers', 'avoid', 'inflowoutflow', 'monitor', 'flow', 'meter', 'output', 'tell', 'much', 'use', 'infer', 'level', 'prone', 'error', 'though', 'million', 'method', 'complex', 'ultrasound', 'great', 'way', 'commonli', 'avail', 'parallax', 'ping', 'sensor', 'job', 'realist', 'measur', 'everi', 'hour', 'achiev', 'great', 'batteri', 'life', 'concret', 'like', 'present', 'wireless', 'rang', 'challeng', 'rf', 'transceiv', 'concret', 'though', 'place', 'receiv', 'nearbi', 'idea', 'done', 'googl', 'ultrason', 'oil', 'level', 'monitor', 'load', 'wireless', 'commerci', 'solut']"
960,"['metal', 'detector', 'setup', 'use', 'fact', 'electron', 'permitt', 'water', 'differ', 'air', 'coil', 'ac', 'next', 'bottl', 'unpow', 'coil', 'insid', 'measur', 'current', 'andor', 'voltag', 'gener', 'second', 'coil', 'sens', 'differ', 'water', 'next', 'without']"
961,"['arduino', 'odd', 'hybrid', 'function', 'use', 'embed', 'worldtradit', 'environ', 'inde', 'lot', 'arduino', 'code', 'though', 'tradit', 'use', 'constant', 'number', 'reason', 'cant', 'set', 'array', 'size', 'use', 'const', 'int', 'cant', 'const', 'int', 'case', 'statement', 'label', 'though', 'work', 'compil', 'cant', 'initi', 'const', 'anoth', 'const', 'check', 'question', 'stackoverflow', 'reason', 'arduino', 'tend', 'toward', 'code', 'use', 'const', 'use', 'blend']"
962,"['edit', 'microtherion', 'give', 'excel', 'answer', 'correct', 'point', 'particularli', 'memori', 'usag', 'youv', 'identifi', 'certain', 'situat', 'your', 'forc', 'compil', 'wont', 'allow', 'const', 'variabl', 'similarli', 'situat', 'your', 'forc', 'variabl', 'array', 'valu', 'ie', 'cant', 'array', 'howev', 'mani', 'situat', 'isnt', 'necessarili', 'singl', 'correct', 'answer', 'guidelin', 'follow', 'type', 'safeti', 'gener', 'program', 'pointofview', 'const', 'variabl', 'usual', 'prefer', 'possibl', 'main', 'reason', 'typesafeti', 'preprocessor', 'macro', 'directli', 'copi', 'liter', 'valu', 'locat', 'code', 'make', 'everi', 'usag', 'independ', 'hypothet', 'result', 'ambigu', 'type', 'end', 'resolv', 'differ', 'depend', 'howwher', 'use', 'const', 'variabl', 'ever', 'type', 'determin', 'declar', 'resolv', 'initialis', 'often', 'requir', 'explicit', 'cast', 'behav', 'differ', 'although', 'variou', 'situat', 'safe', 'implicitli', 'typepromot', 'least', 'compil', 'configur', 'correctli', 'emit', 'reliabl', 'warn', 'type', 'issu', 'occur', 'possibl', 'workaround', 'includ', 'explicit', 'cast', 'typesuffix', 'within', 'exampl', 'theanswer', 'int8t42', 'notquitepi', 'approach', 'potenti', 'caus', 'syntax', 'problem', 'case', 'though', 'depend', 'use', 'memori', 'usag', 'unlik', 'gener', 'purpos', 'comput', 'memori', 'obvious', 'premium', 'deal', 'arduino', 'use', 'const', 'variabl', 'affect', 'data', 'store', 'memori', 'forc', 'const', 'variabl', 'usual', 'store', 'sram', 'along', 'variabl', 'liter', 'valu', 'use', 'often', 'store', 'program', 'space', 'flash', 'memori', 'alongsid', 'sketch', 'note', 'variou', 'thing', 'affect', 'exactli', 'store', 'compil', 'configur', 'optimis', 'sram', 'flash', 'differ', 'limit', 'eg', 'kb', 'kb', 'respect', 'uno', 'applic', 'quit', 'easi', 'run', 'sram', 'help', 'shift', 'thing', 'flash', 'revers', 'possibl', 'although', 'probabl', 'le', 'common', 'progmem', 'possibl', 'benefit', 'typesafeti', 'store', 'data', 'program', 'space', 'flash', 'done', 'use', 'progmem', 'keyword', 'doesnt', 'work', 'type', 'commonli', 'use', 'array', 'integ', 'string', 'gener', 'form', 'given', 'document', 'follow', 'datatyp', 'variablenam', 'progmem', 'dataint0', 'dataint1', 'dataint3', 'string', 'tabl', 'bit', 'complic', 'document', 'full', 'detail']"
963,"['object', 'seri', 'led', 'turn', 'led', 'arduino', 'input', 'led', 'circuit', 'dc', 'ive', 'done', 'follow', 'ive', 'cut', 'wire', 'object', 'connect', 'end', 'collector', 'end', 'emitt', 'npn', 'transistor', 'connect', 'base', 'transistor', 'digit', 'output', 'resist', 'connect', 'power', 'led', 'seri', 'digit', 'pin', 'low', 'actual', 'complet', 'disconnect', 'current', 'base', 'transistor', 'led', 'turn', 'surpris', 'complet', 'misus', 'transistor', 'item', 'fix', 'circuit']"
964,"['understand', 'writeup', 'correctli', 'built', 'didnt', 'mention', 'question', 'made', 'connect', 'arduino', 'ground', 'base', 'transistor', 'second', 'circuit', 'ground', 'connect', 'drew', 'extra', 'lead', 'loos', 'illustr', 'connect', 'current', 'need', 'return', 'path', 'suffici', 'forward', 'path', 'arduino', 'r1', 'baseq1', 'return', 'path', 'emitterq1', 'arduinognd', 'notic', 'though', 'two', 'batteri', 'power', 'suppli', 'must', 'float', 'respect', 'otherwis', 'your', 'go', 'short']"
965,"['import', 'note', 'behav', 'ident', 'fact', 'sever', 'object', 'allud', 'origin', 'question', 'peter', 'bloomfield', 'extens', 'answer', 'valid', 'const', 'int', 'constant', 'compil', 'valu', 'use', 'set', 'array', 'limit', 'case', 'label', 'etc', 'const', 'int', 'constant', 'necessarili', 'occupi', 'storag', 'unless', 'address', 'declar', 'extern', 'gener', 'compil', 'exist', 'howev', 'integ', 'constant', 'might', 'often', 'prefer', 'name', 'anonym', 'enum', 'often', 'backward', 'compat', 'nearli', 'type', 'safe', 'const', 'int', 'everi', 'bit', 'type', 'safe', 'c11', 'provid', 'natur', 'way', 'group', 'relat', 'constant', 'even', 'amount', 'namespac', 'control', 'idiomat', 'program', 'reason', 'whatsoev', 'defin', 'integ', 'constant', 'even', 'remain', 'compat', 'technic', 'requir', 'your', 'kickin', 'old', 'school', 'peopl', 'work', 'prefer', 'way', 'still', 'enum', 'rather']"
966,"['variabl', 'string', 'charact', 'array', 'sprintf', 'expect', 'convert', 'string', 'charact', 'array', 'sprintf', 'expect', 'must', 'cstr', 'sprintf', 'ie', 'sprintffoothi', 'format', 'utcdatestringcstr', 'prevent', 'sprintf', 'line', 'caus', 'memori', 'fault']"
967,"['refer', 'techniqu', 'practic', 'follow', 'ensur', 'correct', 'function', 'board', 'wellb']"
968,"['sensor', 'convert', 'measur', 'physic', 'quantiti', 'convert', 'analog', 'digit', 'signal', 'read', 'arduino', 'tag', 'question', 'select', 'connect', 'use', 'debug', 'sensor', 'common', 'type', 'sensor', 'temperatur', 'sensor', 'button', 'light', 'sensor', 'use', 'tutori', 'potentiomet']"
969,"['tag', 'question', 'select', 'connect', 'use', 'debug', 'sensor']"
970,"['tag', 'question', 'offici', 'arduino', 'ide', 'opensourc', 'ide', 'make', 'easi', 'write', 'codesketch', 'upload', 'itthem', 'arduino', 'board', 'ide', 'run', 'window', 'mac', 'linux', 'virtual', 'beginn', 'tutori', 'arduino', 'ide', 'write', 'code', 'select', 'correct', 'com', 'port', 'click', 'upload', 'ide', 'requir', 'configur', 'user', 'friendli', 'avail', 'standalon', 'applic', 'instal', 'window', 'arduino', 'ide', 'run', 'ubuntu', 'linux', 'inform', 'integr', 'develop', 'environ', 'gener', 'ide', 'tag']"
971,"['question', 'offici', 'ide', 'opensourc', 'ide', 'make', 'easi', 'write', 'code', 'upload', 'arduino', 'board', 'run', 'window', 'mac', 'linux']"
972,"['readingtri', 'recent', 'answer', 'surpris', 'arduino', 'class', 'support', 'cstr', 'method', 'stdtring', 'class', 'expect', 'appear', 'pointer', 'string', 'content', 'nulltermin', 'char', 'array', 'ie', 'cstyle', 'string', 'howev', 'far', 'method', 'mention', 'offici', 'arduino', 'document', 'addit', 'exampl', 'code', 'ive', 'seen', 'use', 'string', 'differ', 'approach', 'seem', 'use', 'secondari', 'char', 'buffer', 'setup', 'content', 'string', 'copi', 'use', 'stringtochararray', 'obvious', 'requir', 'doubl', 'memori', 'plu', 'copi', 'oper', 'seem', 'cstr', 'prefer', 'approach', 'reason', 'tochararray', 'commonli', 'use']"
973,"['tag', 'question', 'relat', 'directli', 'use', 'text', 'string', 'arduino', 'program', 'whether', 'input', 'output', 'storag', 'transmiss', 'tag', 'cover', 'represent', 'string', 'arduino', 'support', 'includ', 'array', 'nulltermin', 'otherwis', 'arduino', 'string', 'class', 'stdtring', 'class']"
974,"['sequenc', 'charact', 'includ', 'letter', 'number', 'symbol', 'often', 'use', 'repres', 'inform', 'humanread', 'format']"
975,"['leonardo', 'easili', 'use', 'keyboard', 'special', 'code', 'turn', 'usbtoseri', 'chip', 'new', 'uno', 'keyboard', 'usb', 'mass', 'storag', 'anoth', 'game', 'togeth', 'brondani', 'easyusb', 'simpl', 'chip', 'expos', 'mb', 'storag', 'space', 'usb', 'microcontrol', 'releas', 'larger', 'capac', 'easyusb', 'serial', 'link', 'built', 'uc', 'comput', 'realli', 'usb', 'stack', 'handl', 'piti', 'small', 'amount', 'ram', 'chip', 'prohibit']"
976,"['arduino', 'mega', 'board', 'base', 'atmega2560', 'chip', 'tag', 'question', 'specif', 'regard', 'mega', 'gener', 'arduino', 'usag', 'appli', 'version', 'board', 'arduino', 'mega', 'offici', 'arduino', 'page', 'microcontrol', 'atmega2560', 'oper', 'voltag', 'input', 'voltag', 'recommend', '12v', 'input', 'voltag', 'limit', '20v', 'digit', 'io', 'pin', 'provid', 'pwm', 'output', 'analog', 'input', 'pin', 'dc', 'current', 'per', 'io', 'pin', 'dc', 'current', 'pin', 'flash', 'memori', 'kb', 'kb', 'use', 'bootload', 'sram', 'kb', 'eeprom', 'kb', 'clock', 'speed', 'mhz', 'arduino', 'mega', 'offici', 'arduino', 'page', 'microcontrol', 'atmega1280', 'oper', 'voltag', 'input', 'voltag', 'recommend', '12v', 'input', 'voltag', 'limit', '20v', 'digit', 'io', 'pin', 'provid', 'pwm', 'output', 'analog', 'input', 'pin', 'dc', 'current', 'per', 'io', 'pin', 'dc', 'current', 'pin', 'flash', 'memori', 'kb', 'kb', 'use', 'bootload', 'sram', 'kb', 'eeprom', 'kb', 'clock', 'speed', 'mhz']"
977,"['microcontrol', 'board', 'base', 'atmega2560', 'chip', 'tag', 'question', 'specif', 'regard', 'mega', 'gener', 'arduino', 'usag']"
978,"['someon', 'help', 'understand', 'extern', 'antenna', 'ipx', 'connector', 'actual', 'stay', 'connect', 'yun', 'forc', 'snap', 'ive', 'somewhat', 'gentl', 'fear', 'ill', 'break', 'howev', 'close', 'get', 'pop', 'back', 'ive', 'never', 'work', 'ipx', 'connector', 'im', 'tri', 'break', 'anyth', 'edit', 'figur', 'look', 'socket', 'yun', 'ipex', 'socket', 'femal', 'cabl', 'ipxuflufl', 'connector', 'appear', 'femal', 'look', 'mcx', 'cabl', 'adapt', 'found', 'someon', 'confirm', 'thatd', 'great', 'here', 'pictur', 'cabl', 'purchas', 'yun']"
979,"['there', 'discuss', 'arduino', 'forum', 'mysteri', 'compon', 'yun', 'board', 'read', 'test', 'purpos', 'connector', 'mm84302610', 'plug', 'mxgs83rk3000mm126036', 'plug', 'switch', 'connector', 'turn', 'intern', 'antenna', 'probe', 'extern', 'antenna']"
980,"['test', 'yn', 'took', 'quit', 'bit', 'forc', 'instal', 'connector', 'plier', 'extra', 'leverag', 'eventu', 'snap', 'place']"
981,"['electron', 'eras', 'rom', 'type', 'memori', 'avail', 'board', 'use', 'store', 'persist', 'data', 'tag', 'question', 'eeprom', 'librari', 'hardwar']"
982,"['wifi', 'allow', 'devic', 'wirelessli', 'connect', 'network', 'internet', 'tag', 'question', 'relat', 'connect', 'arduino', 'wifi', 'network']"
983,"['ive', 'use', 'enough', 'product', 'embed', 'microcontrol', 'unrespons', 'ui', 'break', 'product', 'even', 'slight', 'delay', 'lag', 'button', 'press', 'display', 'updat', 'button', 'press', 'ignor', 'doubl', 'count', 'extrem', 'frustrat', 'design', 'pattern', 'use', 'deal', 'user', 'input', 'button', 'updat', 'display', 'without', 'caus', 'issu', 'current', 'follow', 'kind', 'pattern', 'simplifi', 'bare', 'minimum', 'option', 'ever', 'worth', 'use', 'pin', 'chang', 'interrupt', 'read', 'button', 'consid', 'batteri', 'life']"
984,"['two', 'way', 'hold', 'variabl', 'outsid', 'loop', 'function', 'first', 'declar', 'global', 'scope', 'outsid', 'loop', 'declar', 'static', 'insid', 'loop', 'void', 'setup', 'serialbegin9600', 'void', 'loop', 'static', 'int', 'count', 'serialprintlncount', 'count', 'delay250', 'differ']"
985,"['accord', 'atmel', 'document', 'global', 'variabl', 'declar', 'uniqu', 'address', 'sram', 'assign', 'variabl', 'program', 'link', 'complet', 'documet', 'tip', 'global', 'variabl']"
986,"['basic', 'differ', 'scope', 'first', 'case', 'declar', 'global', 'variabl', 'variabl', 'access', 'everi', 'scope', 'definit', 'second', 'case', 'declar', 'static', 'variabl', 'local', 'scope', 'variabl', 'persist', 'entir', 'program', 'run', 'similar', 'global', 'variabl', 'access', 'code', 'block', 'declar', 'exampl', 'chang', 'count', 'declar', 'static', 'variabl', 'insid', 'loop', 'void', 'inc', 'void', 'loop', 'static', 'int', 'count', 'serialprintlncount', 'count', 'inc', 'delay500', 'compil', 'function', 'inc', 'access', 'count', 'global', 'variabl', 'howev', 'seemingli', 'use', 'pitfal', 'even', 'caus', 'damag', 'come', 'write', 'program', 'interact', 'physic', 'surround', 'basic', 'exampl', 'quit', 'like', 'happen', 'soon', 'program', 'start', 'get', 'larger', 'function', 'inadvert', 'chang', 'state', 'global', 'variabl', 'void', 'setup', 'serialbegin9600', 'void', 'anotherfunct', 'int', 'state0', 'void', 'loop', 'keep', 'toggl', 'state', 'serialprintlnst', 'delay250', 'statetate01', 'unrel', 'function', 'call', 'anotherfunct', 'void', 'anotherfunct', 'inadvert', 'chang', 'state', 'state1', 'case', 'hard', 'debug', 'type', 'problem', 'howev', 'easili', 'detect', 'simpli', 'use', 'static', 'variabl', 'void', 'setup', 'serialbegin9600', 'void', 'anotherfunct', 'void', 'loop', 'static', 'int', 'state0', 'keep', 'toggl', 'state', 'serialprintlnst', 'delay250', 'statetate01', 'unrel', 'function', 'call', 'anotherfunct', 'void', 'anotherfunct', 'result', 'compil', 'error', 'save', 'state1']"
987,"['function', 'perspect', 'version', 'gener', 'result', 'sinc', 'case', 'valu', 'store', 'execut', 'loop', 'either', 'global', 'variabl', 'mark', 'static', 'therefor', 'keep', 'valu', 'decis', 'choos', 'follow', 'argument', 'gener', 'comput', 'scienc', 'encourag', 'keep', 'variabl', 'local', 'possibl', 'term', 'scope', 'usual', 'result', 'much', 'clearer', 'code', 'le', 'sideeffect', 'reduc', 'chanc', 'someon', 'els', 'use', 'global', 'variabl', 'screw', 'logic', 'eg', 'first', 'exampl', 'logic', 'area', 'might', 'chang', 'count', 'valu', 'wherea', 'second', 'particular', 'function', 'loopcan', 'global', 'static', 'variabl', 'alway', 'occupi', 'memori', 'local', 'scope', 'exampl', 'make', 'differ', 'sinc', 'global', 'static', 'variabl', 'bigger', 'complex', 'program', 'might', 'save', 'memori', 'use', 'nonstat', 'local', 'howev', 'variabl', 'logic', 'area', 'execut', 'often', 'consid', 'make', 'either', 'static', 'global', 'sinc', 'otherwis', 'loos', 'tini', 'bit', 'perform', 'logic', 'area', 'enter', 'sinc', 'take', 'bit', 'alloc', 'memori', 'new', 'variabl', 'instanc', 'find', 'balanc', 'memori', 'load', 'perform', 'point', 'better', 'layout', 'static', 'analysi', 'optim', 'compil', 'might', 'play', 'special', 'scenario', 'might', 'issu', 'unpredict', 'initi', 'order', 'static', 'element', 'sure', 'point', 'compar', 'link', 'though', 'sourc', 'similar', 'thread', 'arduinocc']"
988,"['answer', 'depend', 'exactli', 'sketch', 'meant', 'respond', 'user', 'interact', 'extern', 'interrupt', 'interact', 'depend', 'respond', 'accur', 'rise', 'fall', 'edg', 'input', 'event', 'exampl', 'extern', 'interrupt', 'way', 'possibl', 'particularli', 'import', 'input', 'event', 'might', 'shorter', 'durat', 'call', 'happen', 'consecut', 'attempt', 'poll', 'input', 'complet', 'miss', 'state', 'chang', 'quit', 'rare', 'user', 'input', 'event', 'short', 'though', 'unless', 'loop', 'quit', 'slow', 'execut', 'extern', 'hardwar', 'help', 'though', 'eg', 'input', 'latch', 'read', 'reset', 'microcontrol', 'improv', 'poll', 'frequenc', 'extern', 'interrupt', 'often', 'arent', 'possibl', 'eg', 'chip', 'support', 'limit', 'number', 'simpli', 'overkillunnecessari', 'given', 'applic', 'case', 'still', 'possibl', 'improv', 'time', 'precis', 'use', 'poll', 'option', 'split', 'differ', 'part', 'main', 'loop', 'separ', 'function', 'success', 'iter', 'loop', 'call', 'next', 'function', 'wrap', 'round', 'first', 'function', 'poll', 'button', 'here', 'simpl', 'exampl', 'unsign', 'int', 'gsection', 'void', 'setup', 'void', 'pollbutton', 'void', 'runsection0', 'void', 'runsection1', 'void', 'runsection2', 'void', 'loop', 'poll', 'button', 'everi', 'pa', 'pollbutton', 'execut', 'next', 'section', 'main', 'code', 'switch', 'gsection', 'case', 'runsection0', 'break', 'case', 'runsection1', 'break', 'case', 'runsection2', 'break', 'next', 'iter', 'run', 'next', 'section', 'gsection', 'gsection', 'import', 'issu', 'approach', 'difficult', 'runsectionx', 'function', 'execut', 'result', 'button', 'poll', 'inconsist', 'iter', 'next', 'fast', 'enough', 'though', 'shouldnt', 'big', 'problem', 'display', 'updat', 'updat', 'display', 'unfortun', 'often', 'quit', 'slow', 'compar', 'mani', 'oper', 'mean', 'quit', 'care', 'insid', 'interrupt', 'servic', 'routin', 'often', 'wouldnt', 'appropri', 'introduc', 'time', 'issu', 'sketch', 'realist', 'youd', 'main', 'loop', 'absolut', 'run', 'quickli', 'though', 'includ', 'faster', 'poll', 'exampl', 'ive', 'given', 'ie', 'updat', 'display', 'everi', 'iter', 'poll', 'care', 'avoid', 'partial', 'updat', 'though']"
